0.000	0.000	0.000	0.000
54.000	13.120	237.000	123.000
57.000	14.220	235.000	128.000
59.000	14.720	334.000	125.000
58.000	15.100	218.000	140.000
54.000	13.120	237.000	123.000
57.000	14.220	235.000	128.000
59.000	14.720	334.000	125.000
58.000	15.100	218.000	140.000
54.000	13.120	237.000	123.000
57.000	14.220	235.000	128.000
59.000	14.720	334.000	125.000
58.000	15.100	218.000	140.000
54.000	13.120	237.000	123.000
57.000	14.220	235.000	128.000
59.000	14.720	334.000	125.000
58.000	15.100	218.000	140.000
54.000	13.120	237.000	123.000
57.000	14.220	235.000	128.000
59.000	14.720	334.000	125.000
58.000	15.100	218.000	140.000
54.000	13.120	237.000	123.000
57.000	14.220	235.000	128.000
59.000	14.720	334.000	125.000
58.000	15.100	218.000	140.000
54.000	13.120	237.000	123.000
57.000	14.220	235.000	128.000
59.000	14.720	334.000	125.000
58.000	15.100	218.000	140.000
54.000	13.120	237.000	123.000
57.000	14.220	235.000	128.000
59.000	14.720	334.000	125.000
58.000	15.100	218.000	140.000
54.000	13.120	237.000	123.000
57.000	14.220	235.000	128.000
59.000	14.720	334.000	125.000
58.000	15.100	218.000	140.000
54.000	13.120	237.000	123.000
57.000	14.220	235.000	128.000
59.000	14.720	334.000	125.000
58.000	15.100	218.000	140.000
54.000	13.120	237.000	123.000
57.000	14.220	235.000	128.000
59.000	14.720	334.000	125.000
58.000	15.100	218.000	140.000
54.000	13.120	237.000	123.000
57.000	14.220	235.000	128.000
59.000	14.720	334.000	125.000
58.000	15.100	218.000	140.000
54.000	13.120	237.000	123.000
57.000	14.220	235.000	128.000
59.000	14.720	334.000	125.000
58.000	15.100	218.000	140.000
54.000	13.120	237.000	123.000
57.000	14.220	235.000	128.000
59.000	14.720	334.000	125.000
58.000	15.100	218.000	140.000
54.000	13.120	237.000	123.000
57.000	14.220	235.000	128.000
59.000	14.720	334.000	125.000
58.000	15.100	218.000	140.000
54.000	13.120	237.000	123.000
57.000	14.220	235.000	128.000
59.000	14.720	334.000	125.000
58.000	15.100	218.000	140.000
54.000	13.120	237.000	123.000
57.000	14.220	235.000	128.000
59.000	14.720	334.000	125.000
58.000	15.100	218.000	140.000
54.000	13.120	237.000	123.000
57.000	14.220	235.000	128.000
59.000	14.720	334.000	125.000
58.000	15.100	218.000	140.000
54.000	13.120	237.000	123.000
57.000	14.220	235.000	128.000
59.000	14.720	334.000	125.000
58.000	15.100	218.000	140.000
54.000	13.120	237.000	123.000
57.000	14.220	235.000	128.000
59.000	14.720	334.000	125.000
58.000	15.100	218.000	140.000
54.000	13.120	237.000	123.000
57.000	14.220	235.000	128.000
59.000	14.720	334.000	125.000
58.000	15.100	218.000	140.000
54.000	13.120	237.000	123.000
57.000	14.220	235.000	128.000
59.000	14.720	334.000	125.000
58.000	15.100	218.000	140.000
54.000	13.120	237.000	123.000
57.000	14.220	235.000	128.000
59.000	14.720	334.000	125.000
58.000	15.100	218.000	140.000
54.000	13.120	237.000	123.000
57.000	14.220	235.000	128.000
59.000	14.720	334.000	125.000
58.000	15.100	218.000	140.000
54.000	13.120	237.000	123.000
57.000	14.220	235.000	128.000
59.000	14.720	334.000	125.000
58.000	15.100	218.000	140.000
54.000	13.120	237.000	123.000
57.000	14.220	235.000	128.000
59.000	14.720	334.000	125.000
58.000	15.100	218.000	140.000
54.000	13.120	237.000	123.000
57.000	14.220	235.000	128.000
59.000	14.720	334.000	125.000
58.000	15.100	218.000	140.000
54.000	13.120	237.000	123.000
57.000	14.220	235.000	128.000
59.000	14.720	334.000	125.000
58.000	15.100	218.000	140.000
54.000	13.120	237.000	123.000
57.000	14.220	235.000	128.000
59.000	14.720	334.000	125.000
58.000	15.100	218.000	140.000
54.000	13.120	237.000	123.000
57.000	14.220	235.000	128.000
59.000	14.720	334.000	125.000
58.000	15.100	218.000	140.000
54.000	13.120	237.000	123.000
57.000	14.220	235.000	128.000
59.000	14.720	334.000	125.000
58.000	15.100	218.000	140.000
54.000	13.120	237.000	123.000
57.000	14.220	235.000	128.000
59.000	14.720	334.000	125.000
58.000	15.100	218.000	140.000
54.000	13.120	237.000	123.000
57.000	14.220	235.000	128.000
59.000	14.720	334.000	125.000
58.000	15.100	218.000	140.000
54.000	13.120	237.000	123.000
57.000	14.220	235.000	128.000
59.000	14.720	334.000	125.000
58.000	15.100	218.000	140.000
54.000	13.120	237.000	123.000
57.000	14.220	235.000	128.000
59.000	14.720	334.000	125.000
58.000	15.100	218.000	140.000
54.000	13.120	237.000	123.000
57.000	14.220	235.000	128.000
59.000	14.720	334.000	125.000
58.000	15.100	218.000	140.000
54.000	13.120	237.000	123.000
57.000	14.220	235.000	128.000
59.000	14.720	334.000	125.000
58.000	15.100	218.000	140.000
54.000	13.120	237.000	123.000
57.000	14.220	235.000	128.000
59.000	14.720	334.000	125.000
58.000	15.100	218.000	140.000
54.000	13.120	237.000	123.000
57.000	14.220	235.000	128.000
59.000	14.720	334.000	125.000
58.000	15.100	218.000	140.000
54.000	13.120	237.000	123.000
57.000	14.220	235.000	128.000
59.000	14.720	334.000	125.000
58.000	15.100	218.000	140.000
54.000	13.120	237.000	123.000
57.000	14.220	235.000	128.000
59.000	14.720	334.000	125.000
58.000	15.100	218.000	140.000
54.000	13.120	237.000	123.000
57.000	14.220	235.000	128.000
59.000	14.720	334.000	125.000
58.000	15.100	218.000	140.000
54.000	13.120	237.000	123.000
57.000	14.220	235.000	128.000
59.000	14.720	334.000	125.000
58.000	15.100	218.000	140.000
54.000	13.120	237.000	123.000
57.000	14.220	235.000	128.000
59.000	14.720	334.000	125.000
58.000	15.100	218.000	140.000
54.000	13.120	237.000	123.000
57.000	14.220	235.000	128.000
59.000	14.720	334.000	125.000
58.000	15.100	218.000	140.000
54.000	13.120	237.000	123.000
57.000	14.220	235.000	128.000
59.000	14.720	334.000	125.000
58.000	15.100	218.000	140.000
54.000	13.120	237.000	123.000
57.000	14.220	235.000	128.000
59.000	14.720	334.000	125.000
58.000	15.100	218.000	140.000
54.000	13.120	237.000	123.000
57.000	14.220	235.000	128.000
59.000	14.720	334.000	125.000
58.000	15.100	218.000	140.000
54.000	13.120	237.000	123.000
57.000	14.220	235.000	128.000
59.000	14.720	334.000	125.000
58.000	15.100	218.000	140.000
54.000	13.120	237.000	123.000
57.000	14.220	235.000	128.000
59.000	14.720	334.000	125.000
58.000	15.100	218.000	140.000
54.000	13.120	237.000	123.000
57.000	14.220	235.000	128.000
59.000	14.720	334.000	125.000
58.000	15.100	218.000	140.000
54.000	13.120	237.000	123.000
57.000	14.220	235.000	128.000
59.000	14.720	334.000	125.000
58.000	15.100	218.000	140.000
54.000	13.120	237.000	123.000
57.000	14.220	235.000	128.000
59.000	14.720	334.000	125.000
58.000	15.100	218.000	140.000
54.000	13.120	237.000	123.000
57.000	14.220	235.000	128.000
59.000	14.720	334.000	125.000
58.000	15.100	218.000	140.000
54.000	13.120	237.000	123.000
57.000	14.220	235.000	128.000
59.000	14.720	334.000	125.000
58.000	15.100	218.000	140.000
54.000	13.120	237.000	123.000
57.000	14.220	235.000	128.000
59.000	14.720	334.000	125.000
58.000	15.100	218.000	140.000
54.000	13.120	237.000	123.000
57.000	14.220	235.000	128.000
59.000	14.720	334.000	125.000
58.000	15.100	218.000	140.000
54.000	13.120	237.000	123.000
57.000	14.220	235.000	128.000
59.000	14.720	334.000	125.000
58.000	15.100	218.000	140.000
54.000	13.120	237.000	123.000
57.000	14.220	235.000	128.000
59.000	14.720	334.000	125.000
58.000	15.100	218.000	140.000
54.000	13.120	237.000	123.000
57.000	14.220	235.000	128.000
59.000	14.720	334.000	125.000
58.000	15.100	218.000	140.000
54.000	13.120	237.000	123.000
57.000	14.220	235.000	128.000
59.000	14.720	334.000	125.000
58.000	15.100	218.000	140.000
54.000	13.120	237.000	123.000
